address,roomtype,availability,description,female,male,rent,locality,image,promoted
#2557 | Maryland Street,4 Bed • 1.5 Bath,Available June 1,Quiet apartment in a convenient Dorchester location!,1,1,"$1,170.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3hWIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--79da0a5842f5afd6805d743a1097b658e7fc6f9a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/24-Maryland-Street-Unit-2-Kitchen.jpg,
#4268 | Sachem Street,4 Bed • 1 Bath,Available March 1,"Located in Mission Hill, this apartment is great for Northeastern students or someone wanting an easy commute into the city",0,4,"$1,295.00",Mission Hill,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2cwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fdbbf2a9f1af0cd7e002a046fcd2aa8f36dc2074/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/Living%20Room.png,
#3055 | Norfolk Street,5 Bed • 2 Bath,Available June 1,Located just 10 minutes away from Central Square giving you a cozy feeling with a lovely outdoor space!,4,0,"$1,245.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTB3IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d004728f76997e69348d6a19d18269b219543ce8/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/231-Norfolk-St-Unit-4-Kitchen.jpg,
#9629 | Romsey Street,4 Bed • 2 Bath,Available Now,"Convenient Dorchester location, large apartment with two recently updated full bathrooms!",0,3,$995.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHhLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0c7d676a584356f85b4503937182be4eaf5b5c6d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/54W62e3b759f0454.jpg,Promotion
#7369 | Roseclair Street,3 Bed • 1 Bath,Available Now,"This Dorchester apartment features an enclosed porch and a huge backyard, making outdoor hangouts a breeze!",1,1,$995.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUVKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6b456d62f22733bfb1889f4c5617767922b4904a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_992c394c52504fa5b813dcf6d58d6bda~mv2.jpeg,Promotion
#4349 | Columbia Street,4 Bed • 1 Bath,Available February 1,"Beautiful, spacious Central Square apartment just blocks away from spots like Lord Hobo and Lamplighter!",0,3,"$1,195.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajBHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--013e0a240eda9f1e3768c1d403299a3a50a86ba9/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/d0f73d_0c5640fbcbad4bfb848f49a94aecb83c~mv2.png,
#6375 | Harvard Street,4 Bed • 1 Bath,Available September 1,"Blocks from Central Square with an easy walk to Harvard or MIT, and a super quick commute into the city.",1,3,"$1,295.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBandFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--47888c4dfdf90a840860f8c5563da314e84949df/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_ddf6fb549952444c93b447f27cc2bbcb~mv2.jpeg,
#7996 | Washington Street,4 Bed • 1 Bath,Available January 2,"With a cool, stylish kitchen this apartment is perfect for anyone looking for space and easy access to Inman Square.",2,1,"$1,045.00",Somerville,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3NCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--446d268817140e8053888d4baf588a65e9536cda/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_fb6799859d3145d48c9d7f69ad39da56~mv2.png,Promotion
#3606 | Romsey Street,4 Bed • 2 Bath,Available January 1,"Convenient Dorchester location, large apartment with two recently updated full bathrooms!",1,2,"$1,020.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaHRLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5d19d4d4b5d2b3b337f836e8a7b6d12a6ee5375f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/54W62e3d691967d5.jpg,Promotion
#3885 | Plymouth Street,3 Bed • 1 Bath,Available March 1,"Perfect for MIT students or anyone looking to move to Kendall Square, this apartment offers value in a great location!",0,2,"$1,295.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBblFKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2c5435c3991bbd452932b6477db51e5136a6470c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_f095a4f72d8543fc9eec504890cd5a9a~mv2.png,
#2608 | Derby Street,4 Bed • 2 Bath,Available February 1,Brand new open plan apartment located in Somerville with an easy walk to Stop and Shop,1,2,"$1,245.00",Somerville,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2NHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1973bc2a8fdd5b47687e205bebed9f9ab6466acc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_86218c27a9a648a39e3440570ac114a8~mv2.png,
#3806 | Crescent Avenue,5 Bed • 2 Bath,Available March 1,"Dash of charm, with a great location! Live just blocks from Carson Beach with easy Red Line access.",0,3,"$1,245.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEV5IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cd364b2198cac8a3b13ea7f6d42db386c5f02705/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/Screen%20Shot%202022-03-31%20at%203.25.51%20PM.png,
#2591 | Roseclair Street,3 Bed • 1 Bath,Available March 1,"Charming little apartment located right in Dorchester, which means you get plenty of easy access to stores and public transit",0,1,"$1,045.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGdNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4d2cb9396b20825b964eb05b4ac728e5ee85fecf/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_9f5dca876e6b491492f05dd1c27e5fae~mv2.jpeg,
#7441 | Bond Street,4 Bed • 2 Bath,Available September 1,"Located right in Winter Hill, this 4 bed 2 bath apartment allows for ample space at the right price!",1,2,"$1,295.00",Somerville,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBHUT09IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cf956a007ff395eacbfd116f8830f43557c94898/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_f37812c0128d481c9f35ea6adba81c4f~mv2.png,
#7881 | Western Avenue,3 Bed • 1 Bath,Available March 1,"With a huge living room, this apartment is perfect for anyone looking for space to relax and entertain",2,0,"$1,195.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWtFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0d883b6a8302184574a99f2d2fa92acf10bd2320/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_0c4778206f54498391bc43d4ee1a6465~mv2.png,
#3943 | Howell Street,4 Bed • 1 Bath,Available February 1,"Recently renovated apartment, convenient Dorchester location!",3,0,"$1,095.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFpMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f1979d78b1c890b535d7d8bb83cecbfebdc8ed46/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/54W62e17b7476f5a.jpg,
#1415 | Parker Street,5 Bed • 2 Bath,Available January 1,"Whether you work in Mission Hill or looking to commute into the city, this apartment offers location and function",0,5,"$1,170.00",Mission Hill,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVFQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fc1ad658d59414e8365b0a76c09884cbca299df8/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_fd8243fe299e4455a01edf7c353c3699~mv2.jpeg,Promotion
#9264 | Western Avenue,3 Bed • 1 Bath,Available March 1,"A great affordable option! With its huge living room, this apartment has space to match its awesome location.",1,2,"$1,445.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa0lQIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d19c2a46bb217b4c7786af0d99c7a721943892ef/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_ec7856ed091640f4aa9f9bee5b9a6fd5~mv2.png,
#3726 | Eastman Street,3 Bed • 1 Bath,Available January 11,"This is a great, affordable apartment in Dorchester with the added bonus of in unit laundry and parking!",1,1,$995.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2dRIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--461082cb58f16d91fd5422b84aa9857bfe9a26de/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_4b34fd4fb9864b06a105a0c431409ba1~mv2.jpeg,Promotion
#3593 | Maryland Street,4 Bed • 1.5 Bath,Available Now,Quiet apartment in a convenient Dorchester location!,1,2,$995.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDlPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--927575c7268cb5b6f65fe47156f09a053fcd62a3/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/24-Maryland-Street-Unit-2-Kitchen.jpg,
#2557 | Maryland Street,4 Bed • 1.5 Bath,Available June 1,Quiet apartment in a convenient Dorchester location!,1,1,"$1,170.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3hWIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--79da0a5842f5afd6805d743a1097b658e7fc6f9a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/24-Maryland-Street-Unit-2-Kitchen.jpg,
#4268 | Sachem Street,4 Bed • 1 Bath,Available March 1,"Located in Mission Hill, this apartment is great for Northeastern students or someone wanting an easy commute into the city",0,4,"$1,295.00",Mission Hill,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2cwIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fdbbf2a9f1af0cd7e002a046fcd2aa8f36dc2074/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/Living%20Room.png,
#3055 | Norfolk Street,5 Bed • 2 Bath,Available June 1,Located just 10 minutes away from Central Square giving you a cozy feeling with a lovely outdoor space!,4,0,"$1,245.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTB3IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d004728f76997e69348d6a19d18269b219543ce8/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/231-Norfolk-St-Unit-4-Kitchen.jpg,
#9629 | Romsey Street,4 Bed • 2 Bath,Available Now,"Convenient Dorchester location, large apartment with two recently updated full bathrooms!",0,3,$995.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHhLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0c7d676a584356f85b4503937182be4eaf5b5c6d/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/54W62e3b759f0454.jpg,Promotion
#7369 | Roseclair Street,3 Bed • 1 Bath,Available Now,"This Dorchester apartment features an enclosed porch and a huge backyard, making outdoor hangouts a breeze!",1,1,$995.00,Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUVKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6b456d62f22733bfb1889f4c5617767922b4904a/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_992c394c52504fa5b813dcf6d58d6bda~mv2.jpeg,Promotion
#4349 | Columbia Street,4 Bed • 1 Bath,Available February 1,"Beautiful, spacious Central Square apartment just blocks away from spots like Lord Hobo and Lamplighter!",0,3,"$1,195.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajBHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--013e0a240eda9f1e3768c1d403299a3a50a86ba9/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/d0f73d_0c5640fbcbad4bfb848f49a94aecb83c~mv2.png,
#6375 | Harvard Street,4 Bed • 1 Bath,Available September 1,"Blocks from Central Square with an easy walk to Harvard or MIT, and a super quick commute into the city.",1,3,"$1,295.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBandFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--47888c4dfdf90a840860f8c5563da314e84949df/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lKYW5CbFp3WTZCa1ZVT2d0eVpYTnBlbVZKSWd3ME1EQjRNekF3QmpzR1JnPT0iLCJleHAiOm51bGwsInB1ciI6InZhcmlhdGlvbiJ9fQ==--e31e37acfea0345fb699a4ddf840ed4210ecd203/719134_ddf6fb549952444c93b447f27cc2bbcb~mv2.jpeg,
#7996 | Washington Street,4 Bed • 1 Bath,Available January 2,"With a cool, stylish kitchen this apartment is perfect for anyone looking for space and easy access to Inman Square.",2,1,"$1,045.00",Somerville,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ3NCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--446d268817140e8053888d4baf588a65e9536cda/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_fb6799859d3145d48c9d7f69ad39da56~mv2.png,Promotion
#3606 | Romsey Street,4 Bed • 2 Bath,Available January 1,"Convenient Dorchester location, large apartment with two recently updated full bathrooms!",1,2,"$1,020.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaHRLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5d19d4d4b5d2b3b337f836e8a7b6d12a6ee5375f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3ddff42dafd83cf17095a32f855012b09f04ca93/54W62e3d691967d5.jpg,Promotion
#3885 | Plymouth Street,3 Bed • 1 Bath,Available March 1,"Perfect for MIT students or anyone looking to move to Kendall Square, this apartment offers value in a great location!",0,2,"$1,295.00",Cambridge,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBblFKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2c5435c3991bbd452932b6477db51e5136a6470c/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_f095a4f72d8543fc9eec504890cd5a9a~mv2.png,
#2608 | Derby Street,4 Bed • 2 Bath,Available February 1,Brand new open plan apartment located in Somerville with an easy walk to Stop and Shop,1,2,"$1,245.00",Somerville,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2NHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1973bc2a8fdd5b47687e205bebed9f9ab6466acc/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/719134_86218c27a9a648a39e3440570ac114a8~mv2.png,
#3806 | Crescent Avenue,5 Bed • 2 Bath,Available March 1,"Dash of charm, with a great location! Live just blocks from Carson Beach with easy Red Line access.",0,3,"$1,245.00",Dorchester,https://d1zoucz635ct8o.cloudfront.net/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEV5IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--cd364b2198cac8a3b13ea7f6d42db386c5f02705/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2QzNKbGMybDZaVWtpRERRd01IZ3pNREFHT3daRyIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--c8f187c2e96ff4eb60d8eb2d80d671ff8d1f0bf2/Screen%20Shot%202022-03-31%20at%203.25.51%20PM.png,
